ID,ladoMSANLEFT,ladoMSANRIGHT,ladocabeceraLEFT,ladocabeceraRIGHT,"Nombre del cable",Filamento
34,"CP 6413487 FIL 1
FCA O045F SPL-1","MSAN 8410-POCT 1-1-1","MSAN 8410-POCT 1-1-1
FCA O045F SPL-1","CP 6413487 FIL 1",6413487,1
35,"CP 6413487 FIL 2
FCA O045F SPL-2","MSAN 8410-POCT 1-1-2","MSAN 8410-POCT 1-1-2
FCA O045F SPL-2","CP 6413487 FIL 2",6413487,2
36,"CP 6413487 FIL 3
FCA O045F SPL-3","MSAN 8410-POCT 1-1-3","MSAN 8410-POCT 1-1-3
FCA O045F SPL-3","CP 6413487 FIL 3",6413487,3
37,"CP 6413487 FIL 25
FCA O050F SPL-1","MSAN 8410-POCT 1-1-4","MSAN 8410-POCT 1-1-4
FCA O050F SPL-1","CP 6413487 FIL 25",6413487,25
38,"CP 6413487 FIL 26
FCA O050F SPL-2","MSAN 8410-POCT 1-1-5","MSAN 8410-POCT 1-1-5
FCA O050F SPL-2","CP 6413487 FIL 26",6413487,26
39,"CP 6413487 FIL 27
FCA O050F SPL-3","MSAN 8410-POCT 1-1-6","MSAN 8410-POCT 1-1-6
FCA O050F SPL-3","CP 6413487 FIL 27",6413487,27
40,"CP 6413487 FIL 28
FCA O050F SPL-4","MSAN 8410-POCT 1-1-7","MSAN 8410-POCT 1-1-7
FCA O050F SPL-4","CP 6413487 FIL 28",6413487,28
41,"CP 6413487 FIL 29
FCA O050F SPL-5","MSAN 8410-POCT 1-1-8","MSAN 8410-POCT 1-1-8
FCA O050F SPL-5","CP 6413487 FIL 29",6413487,29
43,"CE 6411008 FIL 39
FCA LCLFF SPL-109","MSAN 7500-PLCO 1-3-1","MSAN 7500-PLCO 1-3-1
FCA LCLFF SPL-109","CE 6411008 FIL 39",6411008,39
44,"CE 6411008 FIL 40
FCA LCLFF SPL-110","MSAN 7500-PLCO 1-3-2","MSAN 7500-PLCO 1-3-2
FCA LCLFF SPL-110","CE 6411008 FIL 40",6411008,40
45,"CE 6411008 FIL 4
FCA LLRSF SPL-104","MSAN 7500-PLCO 1-3-3","MSAN 7500-PLCO 1-3-3
FCA LLRSF SPL-104","CE 6411008 FIL 4",6411008,4
46,"CE 6411008 FIL 9
FCA LLRSF SPL-105","MSAN 7500-PLCO 1-3-4","MSAN 7500-PLCO 1-3-4
FCA LLRSF SPL-105","CE 6411008 FIL 9",6411008,9
47,"CE 6411008 FIL 10
FCA LLRSF SPL-106","MSAN 7500-PLCO 1-3-5","MSAN 7500-PLCO 1-3-5
FCA LLRSF SPL-106","CE 6411008 FIL 10",6411008,10
48,"CE 6411008 FIL 17
FCA LLRSF SPL-107","MSAN 7500-PLCO 1-3-6","MSAN 7500-PLCO 1-3-6
FCA LLRSF SPL-107","CE 6411008 FIL 17",6411008,17
49,"CE 6411008 FIL 18
FCA LLRSF SPL-108","MSAN 7500-PLCO 1-3-7","MSAN 7500-PLCO 1-3-7
FCA LLRSF SPL-108","CE 6411008 FIL 18",6411008,18
50,"CP 6413507 FIL 23
FCA LBDLF SPL-107","MSAN 7500-PLCO 1-4-2","MSAN 7500-PLCO 1-4-2
FCA LBDLF SPL-107","CP 6413507 FIL 23",6413507,23
52,"CP 6413354 FIL 108
FCA LMPLF SPL-200","MSAN 7500-PLCO 1-6-1","MSAN 7500-PLCO 1-6-1
FCA LMPLF SPL-200","CP 6413354 FIL 108",6413354,108
53,"CP 6413354 FIL 37
FCA ENLPF SPL-200","MSAN 7500-PLCO 1-6-2","MSAN 7500-PLCO 1-6-2
FCA ENLPF SPL-200","CP 6413354 FIL 37",6413354,37
54,"CE 6411008 FIL 26
FCA LLRSF SPL-109","MSAN 7500-PLCO 1-1-2","MSAN 7500-PLCO 1-1-2
FCA LLRSF SPL-109","CE 6411008 FIL 26",6411008,26
55,"CE 6411008 FIL 27
FCA LLRSF SPL-110","MSAN 7500-PLCO 1-1-3","MSAN 7500-PLCO 1-1-3
FCA LLRSF SPL-110","CE 6411008 FIL 27",6411008,27
56,"CP 6413354 FIL 101
FCA LMPF SPL-102","MSAN 7500-PLCO 1-1-4","MSAN 7500-PLCO 1-1-4
FCA LMPF SPL-102","CP 6413354 FIL 101",6413354,101
57,"CP 6413354 FIL 102
FCA LMPF SPL-103","MSAN 7500-PLCO 1-1-5","MSAN 7500-PLCO 1-1-5
FCA LMPF SPL-103","CP 6413354 FIL 102",6413354,102
58,"CP 6413354 FIL 104
FCA LMPF SPL-105","MSAN 7500-PLCO 1-1-13","MSAN 7500-PLCO 1-1-13
FCA LMPF SPL-105","CP 6413354 FIL 104",6413354,104
59,"CP 6413354 FIL 99
FCA LMPF SPL-3","MSAN 7500-PLCO 1-1-14","MSAN 7500-PLCO 1-1-14
FCA LMPF SPL-3","CP 6413354 FIL 99",6413354,99
60,"CP 6413354 FIL 105
FCA LMPF SPL-106","MSAN 7500-PLCO 1-1-15","MSAN 7500-PLCO 1-1-15
FCA LMPF SPL-106","CP 6413354 FIL 105",6413354,105
61,"CP 6413491 FIL 1
FCA O048F SPL-1","MSAN 8409-LGRN 1-1-1","MSAN 8409-LGRN 1-1-1
FCA O048F SPL-1","CP 6413491 FIL 1",6413491,1
62,"CE 6413288 FIL 1
FCA SPBLF SPL-1","MSAN 8401-SPBL 1-1-1","MSAN 8401-SPBL 1-1-1
FCA SPBLF SPL-1","CE 6413288 FIL 1",6413288,1
63,"CE 6411008 FIL 25
FCA LLRSF SPL-108","MSAN 7500-PLCO 1-1-1","MSAN 7500-PLCO 1-1-1
FCA LLRSF SPL-108","CE 6411008 FIL 25",6411008,25
64,"CP 6413354 FIL 54
FCA MKOLF SPL-6","MSAN 7500-PLCO 1-2-1","MSAN 7500-PLCO 1-2-1
FCA MKOLF SPL-6","CP 6413354 FIL 54",6413354,54
65,"CP 6413507 FIL 22
FCA LBDLF SPL-106","MSAN 7500-PLCO 1-4-1","MSAN 7500-PLCO 1-4-1
FCA LBDLF SPL-106","CP 6413507 FIL 22",6413507,22
66,"CP 6413507 FIL 24
FCA LBDLF SPL-108","MSAN 7500-PLCO 1-4-3","MSAN 7500-PLCO 1-4-3
FCA LBDLF SPL-108","CP 6413507 FIL 24",6413507,24
67,"CP 6413507 FIL 25
FCA LBDLF SPL-109","MSAN 7500-PLCO 1-4-4","MSAN 7500-PLCO 1-4-4
FCA LBDLF SPL-109","CP 6413507 FIL 25",6413507,25
68,"CP 6413507 FIL 26
FCA LBDLF SPL-110","MSAN 7500-PLCO 1-4-5","MSAN 7500-PLCO 1-4-5
FCA LBDLF SPL-110","CP 6413507 FIL 26",6413507,26
69,"CP 6413507 FIL 27
FCA LBDLF SPL-111","MSAN 7500-PLCO 1-4-6","MSAN 7500-PLCO 1-4-6
FCA LBDLF SPL-111","CP 6413507 FIL 27",6413507,27
70,"CP 6413507 FIL 28
FCA LBDLF SPL-112","MSAN 7500-PLCO 1-4-7","MSAN 7500-PLCO 1-4-7
FCA LBDLF SPL-112","CP 6413507 FIL 28",6413507,28
71,"CP 6413507 FIL 10
FCA LBDLF SPL-10","MSAN 7500-PLCO 1-4-8","MSAN 7500-PLCO 1-4-8
FCA LBDLF SPL-10","CP 6413507 FIL 10",6413507,10
72,"CP 6413507 FIL 11
FCA LBDLF SPL-11","MSAN 7500-PLCO 1-4-9","MSAN 7500-PLCO 1-4-9
FCA LBDLF SPL-11","CP 6413507 FIL 11",6413507,11
73,"CP 6413507 FIL 12
FCA LBDLF SPL-12","MSAN 7500-PLCO 1-4-10","MSAN 7500-PLCO 1-4-10
FCA LBDLF SPL-12","CP 6413507 FIL 12",6413507,12
74,"CP 6413507 FIL 13
FCA LBDLF SPL-13","MSAN 7500-PLCO 1-4-11","MSAN 7500-PLCO 1-4-11
FCA LBDLF SPL-13","CP 6413507 FIL 13",6413507,13
75,"CP 6413507 FIL 14
FCA LBDLF SPL-14","MSAN 7500-PLCO 1-4-12","MSAN 7500-PLCO 1-4-12
FCA LBDLF SPL-14","CP 6413507 FIL 14",6413507,14
76,"CP 6413507 FIL 15
FCA LBDLF SPL-15","MSAN 7500-PLCO 1-4-13","MSAN 7500-PLCO 1-4-13
FCA LBDLF SPL-15","CP 6413507 FIL 15",6413507,15
77,"CP 6413507 FIL 16
FCA LBDLF SPL-16","MSAN 7500-PLCO 1-4-14","MSAN 7500-PLCO 1-4-14
FCA LBDLF SPL-16","CP 6413507 FIL 16",6413507,16
78,"CP 6413354 FIL 75
FCA O025F SPL-3","MSAN 7500-PLCO 1-4-15","MSAN 7500-PLCO 1-4-15
FCA O025F SPL-3","CP 6413354 FIL 75",6413354,75
79,"CP 6413507 FIL 76
FCA O025F SPL-4","MSAN 7500-PLCO 1-4-16","MSAN 7500-PLCO 1-4-16
FCA O025F SPL-4","CP 6413507 FIL 76",6413507,76
80,"CP 6413354 FIL 56
FCA MKOLF SPL-101","MSAN 7500-PLCO 1-3-8","MSAN 7500-PLCO 1-3-8
FCA MKOLF SPL-101","CP 6413354 FIL 56",6413354,56
81,"CP 6413354 FIL 29
FCA EPLCF SPL-5","MSAN 7500-PLCO 1-3-9","MSAN 7500-PLCO 1-3-9
FCA EPLCF SPL-5","CP 6413354 FIL 29",6413354,29
82,"CP 6413354 FIL 73
FCA O025F SPL-1","MSAN 7500-PLCO 1-3-10","MSAN 7500-PLCO 1-3-10
FCA O025F SPL-1","CP 6413354 FIL 73",6413354,73
83,"CP 6413354 FIL 74
FCA O025F SPL-2","MSAN 7500-PLCO 1-3-11","MSAN 7500-PLCO 1-3-11
FCA O025F SPL-2","CP 6413354 FIL 74",6413354,74
84,"CP 6413354 FIL 5
FCA CRDMF SPL-5","MSAN 7500-PLCO 1-3-12","MSAN 7500-PLCO 1-3-12
FCA CRDMF SPL-5","CP 6413354 FIL 5",6413354,5
85,"CP 6413354 FIL 30
FCA EPLCF SPL-6","MSAN 7500-PLCO 1-3-13","MSAN 7500-PLCO 1-3-13
FCA EPLCF SPL-6","CP 6413354 FIL 30",6413354,30
86,"CP 6413507 FIL 19
FCA LBDLF SPL-103","MSAN 7500-PLCO 1-3-14","MSAN 7500-PLCO 1-3-14
FCA LBDLF SPL-103","CP 6413507 FIL 19",6413507,19
87,"CP 6413507 FIL 20
FCA LBDLF SPL-104","MSAN 7500-PLCO 1-3-15","MSAN 7500-PLCO 1-3-15
FCA LBDLF SPL-104","CP 6413507 FIL 20",6413507,20
88,"CP 6413507 FIL 21
FCA LBDLF SPL-105","MSAN 7500-PLCO 1-3-16","MSAN 7500-PLCO 1-3-16
FCA LBDLF SPL-105","CP 6413507 FIL 21",6413507,21
89,"CP 6413354 FIL 55
FCA MKOLF SPL-7","MSAN 7500-PLCO 1-2-2","MSAN 7500-PLCO 1-2-2
FCA MKOLF SPL-7","CP 6413354 FIL 55",6413354,55
